id.int64()	user_id.int64()	product_id.int64()	subtotal.double()	tax.double()	total.double()	discount.double()	created_at.date(2006-03-02 15:04:05.99999999)	quantity.int32()
3923	550	116	114.42485125407785	0	106.4286325664283		2019-04-28 00:30:47.137	4
3924	550	109	119.04991068193098	0	127.67456387841231		2020-02-28 20:10:21.183	2
3925	550	51	75.65058751905018	0	75.00570170594996		2019-03-03 02:50:26.217	1
3926	550	57	122.4223933583994	0	123.6951581227958		2018-12-20 00:40:02.357	2
3927	550	79	41.616917284159726	0	45.14055127704365		2019-05-03 04:48:36.413	5
3928	550	167	97.70449564120193	0	109.94098160510498		2019-03-22 06:58:41.751	1
3929	550	185	39.57700083851661	0	46.98291450062996		2018-09-07 10:13:10.947	5
3930	550	150	128.55415037577922	0	111.66263267329904		2019-04-24 18:13:59.127	4
3931	550	33	47.7448636959614	0	50.59510396041169		2018-09-14 21:07:54.294	5
3932	550	69	73.38772304360626	0	70.30194056739333		2019-11-20 09:39:15.119	3
3933	551	77	67.34461152277315	2.69	73.81847317798302		2017-05-02 15:05:45.225	4
3934	551	129	148.1672972165937	5.93	140.66642735948506		2018-04-13 13:08:28.681	2
3935	551	195	109.78077396807234	4.39	134.75467303588397		2019-12-13 15:40:06.801	1
3936	551	187	98.9770008385166	3.96	85.68112940098997		2018-10-13 07:23:43.372	5
3937	551	172	81.57679953529707	3.26	101.8181383271918		2017-02-24 10:22:04.953	2
3938	551	130	75.02573869315137	3	91.01256042387675		2019-04-11 05:09:08.098	4
3939	551	162	22.378598800110105	0.9	26.057146853985525		2016-11-07 23:22:20.523	3
3940	551	98	112.41825444654248	4.5	114.14458568589409		2019-05-15 03:49:56.89	3
3941	551	183	37.7982748679465	1.51	36.33802800794698	6.471895976191109	2017-06-22 16:06:49.901	5
3942	551	44	76.35255205175756	3.05	80.63643425421228		2018-06-02 03:05:19.583	7
3943	552	141	126.20312547576883	5.33	144.27789642051948		2019-01-25 15:53:28.323	2
3944	552	129	148.1672972165937	6.26	153.57077155743173		2018-04-13 13:02:54.076	3
3945	552	144	61.1983004605443	2.59	69.62156049794194		2019-02-27 19:42:49.074	2
3946	552	74	51.12804227386549	2.16	63.38140435959432		2018-05-20 01:25:37.636	3
3947	552	195	109.78077396807234	4.64	131.69507205635705		2019-08-11 18:00:28.632	6
3948	552	168	79.28781795635516	3.35	94.01916093728646		2017-05-31 22:05:50.884	3
3949	552	31	105.65346467128523	4.46	125.93229252322443		2018-07-05 09:14:02.671	3
3950	552	67	41.24480890795779	1.74	37.438587961413404		2018-12-28 07:12:39.688	2
3951	552	46	118.0495173798411	4.99	140.01242504141914		2019-07-23 00:03:14.081	4
3952	552	121	40.44528328808107	1.71	38.11211020183975		2019-12-10 02:34:12.558	2
3953	552	156	30.615804149046195	1.29	33.919926236150786		2019-04-26 00:32:30.728	2
3954	552	178	78.21975500247076	3.3	84.2265052749821		2017-06-02 23:46:16.333	3
3955	552	45	118.0495173798411	4.99	115.67851206317428		2020-03-28 16:42:16.216	1
3956	552	57	122.4223933583994	5.17	135.12519306564025		2019-12-17 00:48:50.74	1
3957	552	158	93.26282349158673	3.94	88.42529632497333		2017-08-27 06:39:35.243	4
3958	554	88	105.41292031622555	5.27	133.34281744281276		2020-03-27 17:48:15.818	1
3959	554	116	114.42485125407785	5.72	102.95383951438627		2019-10-30 01:50:12.068	4
3960	554	6	97.43621265344382	4.87	100.65723376309873		2020-01-18 12:28:25.023	1
3961	554	17	79.93608046792765	4	87.09922060660975		2020-03-19 01:28:18.218	0
3962	554	111	55.526746186906664	2.78	65.38315685876267		2018-07-04 01:11:34.367	2
3963	554	190	128.5841852057933	6.43	117.98714868432482		2018-10-19 10:43:21.267	3
3964	554	60	29.80214751859149	1.49	33.66077329858192		2019-11-10 04:29:54.946	1
3965	554	189	93.27738254731509	4.66	112.27761845799417		2019-03-07 19:23:32.872	0
3966	554	119	43.43814329652384	2.17	52.41616267382878		2018-12-15 09:12:02.111	1
3967	554	66	136.16126271106958	6.81	171.05299070720542		2018-06-24 02:00:02.321	3
3968	554	140	66.80312547576881	3.34	78.49008400245764		2019-04-02 21:59:50.121	1
3969	554	30	64.17448218067184	3.21	79.31682327528353		2018-09-05 14:08:40.497	2
3970	554	179	68.32408657333919	3.42	81.13267197421035		2018-12-10 17:26:44.435	1
3971	554	21	60.57501609456816	3.03	74.64482713418448	5.980438467948973	2018-01-24 23:00:20.19	1
3972	554	111	55.526746186906664	2.78	51.23648586506509	1.480438467948973	2018-04-04 05:49:39.568	2
3973	555	198	70.14610686710009	4.21	80.1889439534065		2018-02-06 05:38:18.753	1
3974	555	59	59.46809834572766	3.57	77.55128978427615		2017-02-24 18:25:49.11	1
3975	555	29	123.57448218067185	7.41	137.87662708032826		2018-03-29 21:47:18.027	0
3976	555	147	66.64727121216615	4	64.64720123752123		2020-02-04 14:59:49.992	1
3977	555	138	75.96718984479077	4.56	91.52637622396834		2017-12-30 20:56:28.639	1
3978	555	127	89.65344209669612	5.38	103.92063332034776		2017-08-05 15:07:40.878	6
3979	555	39	114.58158180283459	6.87	109.41455927854574		2019-07-04 20:49:22.052	5
3980	555	143	61.1983004605443	3.67	61.313407931087454		2019-09-16 15:53:31.394	5
3981	556	45	78.6996782532274	4.92	76.1846942107969		2017-06-20 20:31:31.304	5
3982	556	148	138.9817182254566	8.69	142.9384708268919		2018-11-08 12:58:34.628	2
3983	556	162	22.378598800110105	1.4	26.684700466932636	3.5186841584225563	2017-11-10 08:58:55.334	3
3984	556	163	33.56789820016516	2.1	32.174987944824395		2018-12-13 21:35:18.583	2
3985	556	67	41.24480890795779	2.58	44.85598353210151		2018-07-01 19:07:32.345	5
3986	556	158	93.26282349158673	5.83	116.36546458651338		2017-09-28 03:07:21.037	6
3987	556	54	41.395738936015974	2.59	35.68418353691005		2017-08-18 13:40:23.3	9
3988	556	53	29.517248267676894	1.84	36.72893372040783		2017-02-18 17:35:01.697	2
3989	556	36	130.93687730741433	8.18	137.90733082244233	3.5186841584225563	2018-02-23 04:11:53.003	1
3990	556	94	109.21864156655383	6.83	133.0401368428019		2018-10-18 20:11:47.808	6
3991	556	88	70.27528021081703	4.39	73.14869800646751		2017-11-06 06:47:14.511	4
3992	557	115	77.91196471862148	4.87	67.59885816666434		2019-02-18 13:44:36.242	2
3993	557	187	98.9770008385166	6.19	129.05454353884994		2018-01-10 18:11:08.24	2
3994	557	71	82.80381898788684	5.18	82.19458394074275		2020-04-05 09:17:05.539	3
3995	557	71	82.80381898788684	5.18	97.02747112701913		2019-11-18 20:04:11.691	4
3996	557	179	45.549391048892794	2.85	45.00122266822881		2017-09-13 20:15:53.556	5
3997	557	151	91.61302306843446	5.73	95.64666358437951		2019-07-05 20:17:06.876	5
3998	557	166	38.30449564120193	2.39	42.44496711428243		2018-08-21 20:59:04.122	8
3999	557	197	70.14610686710009	4.38	90.31627543608971		2019-12-22 12:52:42.12	2
4000	557	38	66.06937283839378	4.13	66.33022612113858		2019-11-09 03:54:25.685	4
4001	557	135	45.80402317157342	2.86	44.063719810530735		2019-04-13 20:26:02.465	4
4002	557	84	81.87627832636537	5.12	98.98230116764343		2019-05-16 12:16:06.295	4
4003	557	162	33.56789820016516	2.1	30.553541284544487		2019-08-23 03:07:14.539	6
4004	557	115	77.91196471862148	4.87	91.59572866990347		2018-02-12 05:56:51.378	2
4005	557	15	37.648145389078365	2.35	41.72905285007386		2019-10-20 21:37:08.498	5
4006	558	178	117.32963250370614	4.69	113.54334129321332		2020-04-16 03:48:00.788	3
4007	558	49	131.42865839323724	5.26	130.32408017724677		2018-11-17 20:27:15.219	3
4008	558	31	105.65346467128523	4.23	129.4815461104065		2019-05-05 18:20:15.338	5
4009	558	60	29.80214751859149	1.19	31.01509947118551		2019-02-10 04:23:39.875	2
4010	558	144	40.7988669736962	1.63	45.156019527337605	7.259629153881913	2017-02-17 14:53:28.374	1
4011	558	98	112.41825444654248	4.5	122.9420332003547	2.759629153881913	2019-01-17 02:07:13.281	2
4012	558	97	74.94550296436165	3	84.95798283431759		2016-10-22 19:32:30.565	5
4013	558	185	39.57700083851661	1.58	47.28608547963893		2018-07-16 19:42:17.708	5
4014	558	48	123.20884248534108	4.93	151.6734373462659		2020-02-10 01:40:25.262	2
4015	558	191	128.5841852057933	5.14	164.64487678007384		2018-07-23 08:39:35.345	7
4016	558	160	47.59120561297272	1.9	50.21745486031517		2019-11-13 10:54:20.881	4
4017	558	105	35.149014295079674	1.41	42.34142540665677		2017-07-01 21:40:42.297	5
4018	558	165	38.30449564120193	1.53	38.90206647899073		2020-04-04 09:34:15.034	2
4019	558	104	70.96143503852079	2.84	86.94167151538358		2016-12-23 14:20:30.717	2
4020	558	192	46.122790137195516	1.84	39.39631359182975		2017-08-16 16:06:50.138	6
4021	560	38	66.06937283839378	3.96	82.08234663566958	8.803530222771835	2019-12-23 11:15:00.116	2
4022	560	93	49.81864156655383	2.99	45.63651984388783		2018-10-09 12:17:18.804	8
4023	560	156	30.615804149046195	1.84	39.483032309152684		2018-01-19 23:21:35.041	3
4024	560	120	83.5020135028928	5.01	79.21023815632935		2019-04-11 08:21:02.123	3
4025	560	166	25.536330427467956	1.53	23.84431600508096		2017-01-27 08:35:02.208	2
4026	560	74	51.12804227386549	3.07	65.75932503355962		2018-12-26 07:07:31.182	3
4027	560	187	98.9770008385166	5.94	92.93375056193874		2018-08-08 04:56:48.373	9
4028	560	78	41.616917284159726	2.5	48.86655415505023		2018-04-12 23:20:24.579	3
4029	560	108	33.39659192329691	2	37.104079319055586		2017-09-27 23:22:14.868	5
4030	560	86	92.31436670850246	5.54	94.00177478507642		2019-09-19 15:48:48.736	5
4031	560	151	91.61302306843446	5.5	99.29461693610818		2019-07-28 23:45:19.882	5
4032	560	28	45.41647453836076	2.72	52.12653535967444		2017-11-05 12:59:22.014	3
4033	560	134	28.328223666657742	1.7	27.402393774124313		2017-08-04 11:23:16.332	7
4034	560	42	38.00410713690931	2.28	38.20713644417447		2019-08-08 02:56:39.736	9
4035	560	177	128.8192981944599	7.73	161.89319791514393		2018-12-28 14:11:50.696	2
4036	561	24	112.30643674729413	0	111.47527463132843		2019-06-27 06:04:35.381	7
4037	561	128	75.08016314504417	0	66.20621966486439		2018-04-04 19:18:28.412	4
4038	561	200	73.20395711799151	0	63.18753300840018		2019-10-10 15:29:56.57	6
4039	561	10	31.78621880685793	0	28.685847517363026		2017-03-01 06:02:44.283	1
4040	561	46	118.0495173798411	0	145.18184007289727		2020-01-06 07:26:44.174	2
4041	561	61	23.537915510955656	0	20.71666682897695		2018-06-07 02:30:01.4	7
4042	561	151	91.61302306843446	0	101.92411618207265		2020-02-01 14:31:20.339	1
4043	561	178	117.32963250370614	0	122.14092703942342		2018-04-14 02:09:52.695	3
4044	561	55	95.77128575934437	0	94.11386698912047		2018-01-29 21:05:38.258	2
4045	561	25	68.62263967182464	0	65.45801876679701		2018-10-02 12:45:10.75	6
4046	561	157	139.8942352373801	0	162.3803046723344		2020-04-17 05:59:24.32	4
4047	561	123	110.93145648834248	0	98.16894521739403		2020-02-15 03:53:36.798	2
4048	561	26	68.12471180754113	0	61.66995396860971		2019-03-03 18:10:51.507	1
4049	561	81	29.288656154807867	0	27.256302633290108		2017-11-14 01:34:54.632	3
4050	561	107	50.094887884945365	0	52.10831965028042		2018-01-02 15:08:45.48	3
4051	561	186	98.9770008385166	0	118.80434489153367		2018-03-31 04:13:34.938	1
4052	561	59	89.20214751859149	0	77.95161548191497		2020-04-02 06:24:16.02	2
4053	561	9	87.46968147789205	0	72.98718933349627		2018-08-25 17:28:22.971	7
4054	561	12	116.01427581618326	0	127.92466296742857		2019-10-21 13:59:46.891	7
4055	561	148	138.9817182254566	0	161.66643326961326		2019-05-09 04:28:19.005	4
4056	561	81	43.9329842322118	0	46.35592916134848		2019-02-07 10:10:20.575	2
4057	562	64	143.4221774571866	9.86	161.21408657276314		2019-12-23 01:00:43.04	2
4058	562	132	127.88197029833711	8.79	114.9889432797226		2019-10-08 07:13:36.842	7
4059	562	30	64.17448218067184	4.41	70.50464518329552		2018-12-23 01:34:18.44	2
4060	564	25	68.62263967182464	3.43	85.97483545386842		2020-04-04 22:46:28.218	2
4061	564	47	84.0766209826718	4.2	108.3499316692491		2020-03-29 12:37:18.388	1
4062	564	35	71.53687730741436	3.58	80.38452497191655		2018-11-29 07:29:19.891	4
4063	564	52	69.1172482676769	3.46	77.91707658340546		2017-06-02 14:53:16.689	8
4064	564	187	98.9770008385166	4.95	85.7635368816804		2019-11-08 15:39:20.573	4
4065	564	172	122.3651993029456	6.12	112.78943308670404		2019-01-21 13:49:45.587	2
4066	564	83	81.87627832636537	4.09	85.28705740139912		2018-10-21 01:13:32.081	4
4067	564	42	38.00410713690931	1.9	33.95276457138954	2.885086111854614	2019-01-21 00:39:10.383	1
4068	564	57	122.4223933583994	6.12	134.32466537973198		2018-04-26 02:04:19.191	3
4069	564	80	54.91325681036414	2.75	61.48679692423485		2018-11-15 12:46:49.883	3
4070	564	174	74.40953929454055	3.72	90.19018376247102	2.885086111854614	2017-11-22 01:48:20.924	3
4071	564	145	61.1983004605443	3.06	69.26965209315483		2019-10-03 21:52:42.641	5
4072	564	190	128.5841852057933	6.43	153.02795829735442		2020-01-31 17:51:09.331	1
4073	564	146	84.03151414144409	4.2	105.48812024427102		2017-12-11 06:27:48.665	1
4074	564	24	112.30643674729413	5.62	121.97512366187838	2.408566533793932	2018-03-04 06:56:54.246	1
4075	565	178	117.32963250370614	8.21	116.24117628284434		2019-04-06 16:26:07.471	3
4076	565	197	70.14610686710009	4.91	91.47854932121867		2018-08-02 16:22:26.463	4
4077	565	103	31.361435038520785	2.2	35.365628472026714		2017-12-17 06:36:42.241	1
4078	566	183	56.697412301919755	2.83	48.51908677187528		2019-04-16 17:15:50.116	2
4079	566	52	103.67587240151535	5.18	113.44564468978908		2018-08-24 12:38:33.361	6
4080	566	104	106.44215255778118	5.32	112.69618711142732		2019-08-04 19:25:51.018	8
4081	566	63	133.5202262591817	6.68	154.14115286352666		2019-08-19 12:24:05.977	6
4082	566	82	60.89545738030947	3.04	73.76689349496665		2019-08-13 13:46:38.741	4
4083	566	177	85.87953212963993	4.29	104.56884918000704		2017-11-06 15:52:02.973	2
4084	566	145	61.1983004605443	3.06	77.63646980213213		2018-08-06 06:43:15.62	6
4085	566	101	139.82488066180403	6.99	172.79673980175076		2019-08-18 18:52:42.087	8
4086	566	71	82.80381898788684	4.14	74.81493667591442		2018-11-01 11:06:55.691	3
4087	566	193	50.38077396807232	2.52	61.952046119936114		2018-01-07 19:46:42.862	2
4088	566	61	23.537915510955656	1.18	22.72994871305505		2019-02-14 21:16:07.149	2
4089	566	197	70.14610686710009	3.51	65.15789916640188		2018-01-22 00:15:06.25	2
4090	566	123	110.93145648834248	5.55	114.54489199260405		2019-08-24 15:54:52.732	8
4091	566	61	23.537915510955656	1.18	26.86296818359492		2020-04-09 08:19:27.977	3
4092	566	106	52.723521442619514	2.64	53.17495538603863		2020-03-05 21:11:25.001	1
4093	566	173	81.57679953529707	4.08	87.39500335447954		2016-10-14 09:04:05.935	35
4094	567	147	66.64727121216615	3.33	57.98091344842166		2019-12-20 02:02:08.022	2
4095	567	39	114.58158180283459	5.73	99.36025172464483		2019-08-19 22:04:17.439	8
4096	567	190	128.5841852057933	6.43	138.83497360898153		2019-01-13 06:38:59.032	2
4097	567	53	29.517248267676894	1.48	29.355633279108755		2017-05-14 07:38:30.745	3
4098	567	32	107.1448636959614	5.36	103.37562032921446		2020-04-08 21:33:16.871	3
4099	567	58	78.14578007078882	3.91	84.37218435799618	2.5797409822260176	2018-08-16 16:02:42.623	8
4100	567	51	75.65058751905018	3.78	77.79536272794246		2018-07-17 17:24:46.955	4
4101	567	55	63.84752383956291	3.19	68.12667191838372		2016-09-17 23:09:57.487	4
4102	567	65	68.22769726470014	3.41	73.45338873614372		2019-10-21 08:35:13.191	7
4103	567	145	61.1983004605443	3.06	62.64342366789144		2018-11-10 12:19:12.44	3
4104	567	117	36.683234169385244	1.83	39.123321834189696		2017-01-18 03:05:58.218	2
4105	567	105	52.723521442619514	2.64	50.72725161361567		2019-06-30 03:51:26.643	7
4106	567	96	104.82144858590365	5.24	101.52165474934473		2019-02-28 16:53:26.492	2
4107	567	128	75.08016314504417	3.75	86.36221145675097		2018-11-14 17:20:19.838	3
4108	567	148	138.9817182254566	6.95	142.80223474370516	2.5797409822260176	2018-11-30 03:48:35.919	2
4109	567	89	42.47974183693326	2.12	49.281325289092244		2017-02-15 18:39:10.027	1
4110	567	78	41.616917284159726	2.08	52.86925476571747		2019-06-27 13:43:46.751	7
4111	567	75	125.81276373452337	6.29	118.49575081444625		2019-02-08 22:48:25.02	1
4112	567	57	122.4223933583994	6.12	117.03546704807988		2018-11-06 00:33:26.493	3
4113	567	171	70.05110494330981	3.5	90.6374049045115		2017-08-24 02:59:53.363	8
4114	568	173	122.3651993029456	0	126.00343263237343		2018-12-28 08:25:53.255	2
4115	568	174	74.40953929454055	0	67.32798384024215		2017-07-08 22:33:36.919	4
4116	568	49	131.42865839323724	0	119.02087651255994		2019-08-28 02:11:29.548	6
4117	568	81	43.9329842322118	0	53.81103184388022		2018-03-11 04:18:32.383	1
4118	568	195	109.78077396807234	0	117.02116656210927	2.6793108576609423	2018-03-24 20:37:18.576	1
4119	568	188	33.87738254731509	0	41.616582187170394		2018-05-21 12:24:13.788	4
4120	568	25	68.62263967182464	0	76.63976646884245		2019-10-25 04:16:55.554	4
4121	568	17	53.290720311951766	0	62.65058738086222		2017-03-22 21:41:03.957	6
4122	568	140	66.80312547576881	0	61.5874011085791		2018-12-22 16:40:20.455	2
4123	568	72	142.20381898788685	0	116.98037033111397		2019-09-13 18:32:26.464	4
4124	568	142	46.8990203814063	0	40.13381006552097		2017-08-30 21:21:29.864	6
4125	571	53	44.27587240151534	2.21	55.86841983790759		2019-06-18 13:37:20.32	7
4126	571	127	89.65344209669612	4.48	112.44767774778329		2016-12-15 13:50:36.183	3
4127	571	134	42.49233549998661	2.12	49.602843606814545		2020-01-16 20:16:11.174	3
4128	571	164	92.96789820016517	4.65	79.40350413324734		2018-03-08 17:48:58.915	1
4129	571	121	40.44528328808107	2.02	43.26360874956944		2018-04-05 11:36:07.855	3
4130	571	41	63.50890855689462	3.18	55.665514718859946		2019-04-03 12:35:34.842	3
4131	571	154	81.87529553312261	4.09	72.61856751070826		2018-11-03 13:00:50.27	3
4132	573	50	53.64019616819762	3.75	48.86426006513734	4.785710687679705	2019-04-07 02:44:27.843	3
4133	573	68	76.82895921539838	5.38	98.74203651577352		2016-12-20 20:29:52.616	3
4134	573	76	63.82421061366486	4.47	55.24519977855068		2018-02-09 07:57:03.268	2
4135	573	147	66.64727121216615	4.67	65.90095436624588		2018-04-16 22:05:42.841	4
4136	573	178	117.32963250370614	8.21	129.93808895073192		2018-06-25 23:43:24.39	9
4137	573	88	105.41292031622555	7.38	136.05753425893977		2019-04-30 14:29:04.378	4
4138	573	10	31.78621880685793	2.23	31.653003532805563		2017-08-30 09:02:22.023	10
4139	574	189	93.27738254731509	4.66	117.47022958211387		2018-01-05 21:01:22.365	3
4140	574	4	73.99178100854834	3.7	89.35016537010004		2017-05-18 20:29:04.536	6
4141	574	142	70.34853057210945	3.52	69.69132407773697		2018-08-17 09:46:33.453	8
4142	574	57	81.6149289055996	4.08	99.90466043795857		2016-08-23 18:33:13.577	6
4143	574	133	68.4819702983371	3.42	82.85768469095854		2020-01-07 15:37:26.783	2
4144	574	26	45.41647453836076	2.27	40.81598864069008	2.6513882862501488	2016-07-05 17:48:56.142	4
4145	574	187	65.98466722567774	3.3	82.31895100047608		2016-08-06 14:39:53.295	6
4146	574	161	31.727470408648482	1.59	39.50602935420271		2017-06-18 19:19:57.717	7
4147	574	91	43.39621873587423	2.17	44.865799571692484	7.151388286250149	2016-10-25 18:46:05.187	5
4148	576	130	75.02573869315137	0	90.76912010329441		2020-04-19 08:43:42.339	2
4149	576	199	76.95334253952366	0	64.33835592107121		2017-07-30 10:02:40.846	3
4150	576	12	77.34285054412217	0	78.75148140778683		2017-12-18 00:49:38.985	2
4151	576	101	139.82488066180403	0	171.48497141426523		2018-10-23 15:18:40.705	7
4152	576	48	82.13922832356072	0	92.8175464745993		2017-09-14 15:23:16.637	4
4153	576	30	64.17448218067184	0	72.38371584370283		2018-01-09 15:22:08.349	2
4154	576	94	109.21864156655383	0	97.03580023266967		2020-01-16 18:11:17.913	2
4155	576	133	68.4819702983371	0	64.71261819305252	2.6513882862501488	2018-03-11 21:53:20.408	1
4156	577	119	43.43814329652384	3.04	39.08911714755649		2020-02-04 01:58:03.714	1
4157	577	2	105.11984419607644	7.36	139.2330391226096		2020-03-11 09:58:26.424	1
4158	577	40	99.66240044231697	6.98	90.7866794418056		2019-01-21 15:06:46.93	2
4159	577	79	41.616917284159726	2.91	42.40225761602883		2019-12-01 16:08:25.844	2
4160	577	96	104.82144858590365	7.34	97.89674961823648		2018-02-22 07:36:29.751	1
4161	577	191	128.5841852057933	9	136.92818918313517		2019-02-21 22:52:03.599	1
4162	577	72	142.20381898788685	9.95	141.79324705923833		2018-04-26 18:52:13.571	2
4163	577	122	66.56352219205405	4.66	83.35197223344299		2017-09-13 19:36:07.222	5
4164	577	142	70.34853057210945	4.92	76.90718941943857		2018-10-02 19:23:42.953	6
4165	577	19	64.00675097561322	4.48	69.48761681716694		2019-12-04 04:10:03.638	2
4166	577	24	112.30643674729413	7.86	127.89005158693897		2019-04-12 20:27:22.826	4
4167	577	199	115.4300138092855	8.08	139.58529316880941		2019-11-05 18:41:03.806	3
4168	577	147	66.64727121216615	4.67	72.29727379741959		2018-04-28 09:05:09.483	2
4169	577	137	67.77247956807186	4.74	66.09357042734663		2018-09-25 04:48:06.337	5
4170	577	74	51.12804227386549	3.58	62.21263866758006		2018-03-30 01:30:38.918	1
4171	577	103	47.04215255778118	3.29	46.016430010709556		2018-05-20 01:43:21.035	4
4172	577	83	81.87627832636537	5.73	91.18501765690311		2019-04-24 14:23:14.064	3
4173	577	174	111.61430894181083	7.81	133.41328346948157	3.681076052669977	2018-06-22 12:27:02.384	8
4174	577	114	77.91196471862148	5.45	78.42678158287599	3.681076052669977	2018-04-26 12:24:56.904	4
4175	577	131	75.41148135558485	5.28	71.39644323675908		2017-04-28 23:52:26.582	4
4176	577	2	105.11984419607644	7.36	136.0798535303997		2019-04-06 15:56:07.512	3
4177	578	155	29.183828734551838	1.17	30.37136902689092		2017-02-21 02:01:46.667	2
4178	578	193	50.38077396807232	2.02	45.13751864999193		2018-04-10 02:33:55.02	3
4179	578	130	50.01715912876758	2	43.07286809235702		2017-01-01 18:46:32.58	1
4180	578	5	124.1176465275534	4.96	150.23808591492661		2020-01-04 22:14:19.21	2
4181	578	200	73.20395711799151	2.93	64.20099217927216		2019-11-20 17:35:17.836	3
4182	578	147	44.4315141414441	1.78	46.775588872971994		2016-11-14 05:16:26.148	2
4183	578	109	119.04991068193098	4.76	111.8649588561766		2019-11-12 23:01:43.241	2
4184	578	13	112.62925391105566	4.51	136.85607966810068		2020-03-28 08:36:30.619	1
4185	578	99	45.22324323588729	1.81	40.68567902099183		2017-01-23 12:23:25.797	2
4186	578	74	34.08536151591033	1.36	39.88426386680124		2016-11-29 08:56:29.267	2
4187	578	40	66.44160029487797	2.66	60.79094411410474		2017-04-01 05:23:42.257	3
4188	578	23	116.86672609493307	4.67	131.20237075327915		2018-05-25 15:26:43.541	6
4189	578	118	57.627613096978735	2.31	69.2972164547395		2018-09-22 11:57:03.387	5
4190	578	10	47.6793282102869	1.91	42.12418903826218		2019-03-16 00:47:17.101	1
4191	578	75	125.81276373452337	5.03	135.39549708671976		2019-09-02 05:26:53.797	5
4192	578	188	33.87738254731509	1.36	43.511781332103936	4.0922784796888205	2018-11-28 05:42:17.426	2
4193	578	110	37.01783079127111	1.48	44.51124342858554		2016-12-25 09:52:31.297	2
4194	578	140	44.53541698384588	1.78	56.19112561239149		2017-02-03 16:20:33.748	2
4195	581	52	69.1172482676769	4.75	81.15441058626679	8.59227847968882	2017-11-05 09:27:13.146	2
4196	581	57	122.4223933583994	8.42	116.3946709627035	4.0922784796888205	2019-08-25 20:48:07.398	7
4197	581	80	54.91325681036414	3.78	66.5678853612355	4.0922784796888205	2018-10-28 14:21:32.327	8
4198	581	102	47.04215255778118	3.23	43.522471360626966		2018-08-05 20:52:24.94	9
4199	581	187	65.98466722567774	4.54	86.22217333242594		2017-12-30 08:03:01.807	2
4200	581	182	84.48940370476112	5.81	96.02183896897498		2019-01-22 11:15:14.844	2
4201	581	190	128.5841852057933	8.84	123.92661261238015		2020-01-02 13:02:21.784	2
4202	581	3	53.08311732230858	3.65	60.539482925136404		2019-08-23 05:12:45.262	5
4203	581	41	63.50890855689462	4.37	58.309675846865105		2018-03-19 21:10:30.035	1
4204	581	81	29.288656154807867	2.01	27.29534995432303		2017-03-30 10:28:58.075	1
4205	581	73	71.6287722595695	4.92	66.25582063059491		2020-02-13 19:28:10.344	1
4206	583	77	67.34461152277315	4.04	58.26976937597052		2016-06-22 06:44:26.765	6
4207	583	164	92.96789820016517	5.58	108.44457771976882		2018-01-29 02:02:19.843	2
4208	583	110	37.01783079127111	2.22	43.56817818261836		2017-11-28 14:53:57.895	3
4209	583	155	29.183828734551838	1.75	26.846913589945462		2017-08-13 17:02:16.905	5
4210	583	41	63.50890855689462	3.81	59.62491569539031		2019-12-19 09:06:11.819	2
4211	583	51	75.65058751905018	4.54	79.4488682390096		2018-02-11 00:25:19.05	2
4212	583	91	43.39621873587423	2.6	56.82968846471915		2016-07-11 09:53:18.239	5
4213	583	192	69.18418520579327	4.15	78.27298219925417		2019-07-09 04:17:48.729	5
4214	583	157	93.26282349158673	5.6	114.37209734212217		2017-01-25 12:11:33.472	2
4215	583	182	56.326269136507406	3.38	47.672033332198744		2016-11-23 02:05:31.743	3
4216	583	85	54.90104734428525	3.29	63.64006288682875		2020-02-11 12:17:35.248	1
4217	583	68	76.82895921539838	4.61	83.77347533104128		2017-11-16 08:43:05.448	2
4218	583	171	105.07665741496471	6.3	113.03146330814893		2018-02-07 04:11:21.582	2
4219	583	56	36.37128575934436	2.18	40.175437482842604		2019-02-07 17:35:32.882	2
4220	583	39	76.38772120188973	4.58	78.3037215179065		2016-09-04 16:35:47.179	3
4221	583	146	84.03151414144409	5.04	81.84754211586925		2017-12-04 02:37:44.721	1
4222	583	84	54.58418555091025	3.28	59.5468109978261		2017-06-29 13:45:29.588	6
4223	583	88	70.27528021081703	4.22	86.90602122988578		2016-09-10 10:25:34.754	6
4224	585	109	119.04991068193098	7.14	105.62550299059527	7.609688226519295	2019-02-24 01:04:18.045	2
4225	585	13	112.62925391105566	6.76	102.9175611102724		2019-07-20 21:11:46.439	6
4226	585	73	47.752514839713	2.87	43.81775356668729		2017-11-11 21:13:34.978	4
4227	585	127	134.48016314504417	8.07	161.7923466707392		2019-05-26 23:07:40.417	5
4228	586	131	75.41148135558485	5.18	67.24780073134384		2017-05-11 09:00:26.274	5
4229	586	135	45.80402317157342	3.15	56.037221536784244		2018-03-19 06:44:12.969	1
4230	586	104	106.44215255778118	7.32	123.45300798417132		2019-05-18 21:22:33.074	3
4231	587	186	98.9770008385166	5.69	83.8434074599762		2020-03-30 13:22:16.619	1
4232	587	83	81.87627832636537	4.71	86.29227818139856		2019-01-16 19:45:00.98	2
4233	587	174	111.61430894181083	6.42	124.96115746596728		2018-09-21 11:44:18.629	6
4234	587	13	75.0861692740371	4.32	88.05981051358913		2017-07-09 12:16:18.525	5
4235	588	158	139.8942352373801	9.79	143.22147793406316		2019-09-19 11:44:59.897	3
4236	588	153	66.79892314178237	4.68	63.65036503229526		2018-02-04 23:18:24.22	2
