id.int64()	account_id.int64()	payment.decimal()	expected_invoice.boolean()	plan.string()	date_received.date(2006-03-02 15:04:05.99999999)
2119	64	251.50	true	Basic	2022-05-29 00:00:00
2120	104	811.20	true	Basic	2022-05-29 00:00:00
2121	96	402.30	true	Basic	2022-05-29 00:00:00
2122	89	251.50	true	Basic	2022-05-29 00:00:00
2123	91	1455.00	true	Business	2022-05-29 00:00:00
2124	113	251.50	true	Basic	2022-05-29 00:00:00
2125	86	614.00	true	Basic	2022-05-29 00:00:00
2126	87	1530.40	true	Business	2022-05-29 00:00:00
2127	77	251.50	true	Basic	2022-05-29 00:00:00
2128	74	251.50	true	Basic	2022-05-29 00:00:00
2129	80	474.80	true	Basic	2022-05-29 00:00:00
2130	71	445.80	true	Basic	2022-05-29 00:00:00
2131	75	251.50	true	Basic	2022-05-29 00:00:00
2132	63	295.00	true	Basic	2022-05-29 00:00:00
2133	92	295.00	true	Basic	2022-05-29 00:00:00
2134	106	251.50	true	Basic	2022-05-29 00:00:00
2135	109	234.10	true	Basic	2022-05-29 00:00:00
2136	97	324.00	true	Basic	2022-05-29 00:00:00
2137	95	384.90	true	Basic	2022-05-29 00:00:00
2138	78	698.10	true	Basic	2022-05-29 00:00:00
2139	98	382.00	true	Basic	2022-05-29 00:00:00
2140	94	251.50	true	Basic	2022-05-29 00:00:00
2141	102	2269.90	true	Business	2022-05-29 00:00:00
2142	93	251.50	true	Basic	2022-05-29 00:00:00
2143	88	2035.00	true	Business	2022-05-29 00:00:00
2144	76	251.50	true	Basic	2022-05-29 00:00:00
2145	73	1803.00	true	Basic	2022-05-29 00:00:00
2146	79	1194.00	true	Basic	2022-05-29 00:00:00
2147	85	251.50	true	Basic	2022-05-29 00:00:00
2148	83	251.50	true	Basic	2022-05-29 00:00:00
2149	101	329.80	true	Basic	2022-05-29 00:00:00
2150	107	295.00	true	Basic	2022-05-29 00:00:00
2151	81	295.00	true	Basic	2022-05-29 00:00:00
2152	108	251.50	true	Basic	2022-05-29 00:00:00
2153	72	471.90	true	Basic	2022-05-29 00:00:00
2154	110	1455.00	true	Business	2022-05-29 00:00:00
2155	111	266.00	true	Basic	2022-05-29 00:00:00
2156	112	251.50	true	Basic	2022-05-29 00:00:00
2157	82	251.50	true	Basic	2022-05-29 00:00:00
2158	114	251.50	true	Basic	2022-05-29 00:00:00
2159	103	396.50	true	Basic	2022-05-29 00:00:00
2160	99	1115.70	true	Basic	2022-05-29 00:00:00
2161	105	353.00	true	Basic	2022-05-29 00:00:00
2162	31	295.00	true	Basic	2022-05-30 00:00:00
2163	32	251.50	true	Basic	2022-05-30 00:00:00
2164	47	251.50	true	Basic	2022-05-30 00:00:00
2165	29	384.90	true	Basic	2022-05-30 00:00:00
2166	41	1507.20	true	Basic	2022-05-30 00:00:00
2167	43	295.00	true	Basic	2022-05-30 00:00:00
2168	34	251.50	true	Basic	2022-05-30 00:00:00
2169	44	251.50	true	Basic	2022-05-30 00:00:00
2170	54	295.00	true	Basic	2022-05-30 00:00:00
2171	46	1455.00	true	Business	2022-05-30 00:00:00
2172	33	1455.00	true	Business	2022-05-30 00:00:00
2173	56	251.50	true	Basic	2022-05-30 00:00:00
2174	53	295.00	true	Basic	2022-05-30 00:00:00
2175	52	411.00	true	Basic	2022-05-30 00:00:00
2176	55	251.50	true	Basic	2022-05-30 00:00:00
2177	51	2490.30	true	Business	2022-05-30 00:00:00
2178	1	1629.00	true	Business	2022-05-30 00:00:00
2179	49	1455.00	true	Business	2022-05-30 00:00:00
2180	45	251.50	true	Basic	2022-05-30 00:00:00
2181	48	251.50	true	Basic	2022-05-30 00:00:00
2182	17	2699.10	true	Basic	2022-05-30 00:00:00
2183	57	251.50	true	Basic	2022-05-30 00:00:00
2184	28	295.00	true	Basic	2022-05-30 00:00:00
2185	50	251.50	true	Basic	2022-05-30 00:00:00
2186	37	677.80	true	Basic	2022-05-30 00:00:00
2187	42	666.20	true	Basic	2022-05-30 00:00:00
2188	39	2844.10	true	Business	2022-05-30 00:00:00
2189	35	280.50	true	Basic	2022-05-30 00:00:00
2190	36	295.00	true	Basic	2022-05-30 00:00:00
2191	61	1455.00	true	Business	2022-05-30 00:00:00
2192	38	1455.00	true	Business	2022-05-30 00:00:00
2193	40	295.00	true	Basic	2022-05-30 00:00:00
2194	59	280.50	true	Basic	2022-05-31 00:00:00
2195	20	251.50	true	Basic	2022-05-31 00:00:00
2196	6	251.50	true	Basic	2022-05-31 00:00:00
2197	60	628.50	true	Basic	2022-05-31 00:00:00
2198	21	306.60	true	Basic	2022-05-31 00:00:00
2199	58	251.50	true	Basic	2022-05-31 00:00:00
2200	27	295.00	true	Basic	2022-05-31 00:00:00
2201	62	251.50	true	Basic	2022-05-31 00:00:00
2202	5	454.50	true	Basic	2022-05-31 00:00:00
2203	10	251.50	true	Basic	2022-05-31 00:00:00
2204	13	251.50	true	Basic	2022-05-31 00:00:00
2205	19	280.50	true	Basic	2022-05-31 00:00:00
2206	26	399.40	true	Basic	2022-05-31 00:00:00
2207	16	251.50	true	Basic	2022-05-31 00:00:00
2208	23	251.50	true	Basic	2022-05-31 00:00:00
2209	25	295.00	true	Basic	2022-05-31 00:00:00
2210	24	295.00	true	Basic	2022-05-31 00:00:00
2211	30	266.00	true	Basic	2022-05-31 00:00:00
2212	15	251.50	true	Basic	2022-05-31 00:00:00
2213	14	251.50	true	Basic	2022-05-31 00:00:00
2214	3	266.00	true	Basic	2022-05-31 00:00:00
2215	12	1982.80	true	Business	2022-05-31 00:00:00
2216	22	329.80	true	Basic	2022-05-31 00:00:00
2217	8	251.50	true	Basic	2022-05-31 00:00:00
2218	18	251.50	true	Basic	2022-05-31 00:00:00
2219	7	1455.00	true	Business	2022-05-31 00:00:00
2220	11	393.60	true	Basic	2022-05-31 00:00:00
2221	2	1797.20	true	Business	2022-05-31 00:00:00
2222	4	295.00	true	Basic	2022-05-31 00:00:00
2223	9	1571.00	true	Business	2022-05-31 00:00:00
2224	548	703.90	true	Basic	2022-06-19 00:00:00
2225	546	408.10	true	Basic	2022-06-19 00:00:00
2226	538	689.40	true	Basic	2022-06-19 00:00:00
2227	543	295.00	true	Basic	2022-06-19 00:00:00
2228	531	295.00	true	Basic	2022-06-20 00:00:00
2229	505	251.50	true	Basic	2022-06-20 00:00:00
2230	527	295.00	true	Basic	2022-06-20 00:00:00
2231	504	295.00	true	Basic	2022-06-20 00:00:00
2232	486	251.50	true	Basic	2022-06-21 00:00:00
2233	463	295.00	true	Basic	2022-06-21 00:00:00
2234	493	657.50	true	Basic	2022-06-21 00:00:00
2235	490	251.50	true	Basic	2022-06-21 00:00:00
2236	442	251.50	true	Basic	2022-06-22 00:00:00
2237	447	483.50	true	Basic	2022-06-22 00:00:00
2238	435	506.70	true	Basic	2022-06-22 00:00:00
2239	419	579.20	true	Basic	2022-06-22 00:00:00
2240	420	234.10	true	Basic	2022-06-22 00:00:00
2241	441	251.50	true	Basic	2022-06-22 00:00:00
2242	443	471.90	true	Basic	2022-06-22 00:00:00
2243	426	295.00	true	Basic	2022-06-22 00:00:00
2244	375	266.00	true	Basic	2022-06-23 00:00:00
2245	408	251.50	true	Basic	2022-06-23 00:00:00
2246	390	295.00	true	Basic	2022-06-23 00:00:00
2247	373	266.00	true	Basic	2022-06-23 00:00:00
2248	381	628.50	true	Basic	2022-06-23 00:00:00
2249	406	234.10	true	Basic	2022-06-23 00:00:00
2250	400	234.10	true	Basic	2022-06-23 00:00:00
2251	404	251.50	true	Basic	2022-06-23 00:00:00
2252	387	576.30	true	Basic	2022-06-23 00:00:00
2253	378	234.10	true	Basic	2022-06-23 00:00:00
2254	376	295.00	true	Basic	2022-06-23 00:00:00
2255	403	295.00	true	Basic	2022-06-23 00:00:00
2256	317	1455.00	false	Business	2022-06-24 00:00:00
2257	357	295.00	true	Basic	2022-06-24 00:00:00
2258	350	367.50	true	Basic	2022-06-24 00:00:00
2259	361	251.50	true	Basic	2022-06-24 00:00:00
2260	313	1455.00	false	Business	2022-06-24 00:00:00
2261	359	251.50	true	Basic	2022-06-24 00:00:00
2262	318	251.50	false	Basic	2022-06-24 00:00:00
2263	328	295.00	false	Basic	2022-06-24 00:00:00
2264	321	251.50	false	Basic	2022-06-24 00:00:00
2265	332	1455.00	false	Business	2022-06-24 00:00:00
2266	322	251.50	false	Basic	2022-06-24 00:00:00
2267	323	1803.00	false	Business	2022-06-24 00:00:00
2268	324	309.50	false	Basic	2022-06-24 00:00:00
2269	326	251.50	false	Basic	2022-06-24 00:00:00
2270	327	295.00	false	Basic	2022-06-24 00:00:00
2271	320	251.50	false	Basic	2022-06-24 00:00:00
2272	330	712.60	false	Basic	2022-06-24 00:00:00
2273	331	1455.00	false	Business	2022-06-24 00:00:00
2274	329	251.50	false	Basic	2022-06-24 00:00:00
2275	335	1312.90	false	Basic	2022-06-24 00:00:00
2276	316	251.50	false	Basic	2022-06-24 00:00:00
2277	337	295.00	false	Basic	2022-06-24 00:00:00
2278	338	251.50	false	Basic	2022-06-24 00:00:00
2279	315	1455.00	false	Business	2022-06-24 00:00:00
2280	339	266.00	false	Basic	2022-06-24 00:00:00
2281	314	1426.00	false	Premium	2022-06-24 00:00:00
2282	334	295.00	false	Basic	2022-06-24 00:00:00
2283	319	730.00	false	Basic	2022-06-24 00:00:00
2284	312	251.50	false	Basic	2022-06-25 00:00:00
2285	302	251.50	false	Basic	2022-06-25 00:00:00
2286	307	251.50	false	Basic	2022-06-25 00:00:00
2287	308	1626.10	false	Premium	2022-06-25 00:00:00
2288	285	9227.00	false	Business	2022-06-25 00:00:00
2289	299	251.50	false	Basic	2022-06-25 00:00:00
2290	297	271.80	false	Basic	2022-06-25 00:00:00
2291	298	663.30	false	Basic	2022-06-25 00:00:00
2292	296	251.50	false	Basic	2022-06-25 00:00:00
2293	267	289.20	false	Basic	2022-06-25 00:00:00
2294	264	251.50	false	Basic	2022-06-25 00:00:00
2295	268	251.50	false	Basic	2022-06-25 00:00:00
2296	269	266.00	false	Basic	2022-06-25 00:00:00
2297	263	353.00	false	Basic	2022-06-25 00:00:00
2298	270	251.50	false	Basic	2022-06-25 00:00:00
2299	262	266.00	false	Basic	2022-06-25 00:00:00
2300	271	251.50	false	Basic	2022-06-25 00:00:00
2301	272	251.50	false	Basic	2022-06-25 00:00:00
2302	273	251.50	false	Basic	2022-06-25 00:00:00
2303	286	251.50	false	Basic	2022-06-25 00:00:00
2304	274	251.50	false	Basic	2022-06-25 00:00:00
2305	310	266.00	true	Basic	2022-06-25 00:00:00
2306	275	266.00	false	Basic	2022-06-25 00:00:00
2307	276	283.40	false	Basic	2022-06-25 00:00:00
2308	306	295.00	true	Basic	2022-06-25 00:00:00
2309	309	295.00	true	Basic	2022-06-25 00:00:00
2310	277	1788.50	false	Business	2022-06-25 00:00:00
2311	278	3006.50	false	Business	2022-06-25 00:00:00
2312	279	251.50	false	Basic	2022-06-25 00:00:00
2313	280	251.50	false	Basic	2022-06-25 00:00:00
2314	281	315.30	false	Basic	2022-06-25 00:00:00
2315	261	338.50	false	Basic	2022-06-25 00:00:00
2316	295	251.50	false	Basic	2022-06-25 00:00:00
2317	265	1455.00	false	Business	2022-06-25 00:00:00
2318	259	251.50	false	Basic	2022-06-25 00:00:00
2319	291	396.50	false	Basic	2022-06-25 00:00:00
2320	288	268.90	false	Basic	2022-06-25 00:00:00
2321	292	382.00	false	Basic	2022-06-25 00:00:00
2322	282	382.00	false	Basic	2022-06-25 00:00:00
2323	300	1713.10	false	Basic	2022-06-25 00:00:00
2324	287	266.00	false	Basic	2022-06-25 00:00:00
2325	290	295.00	false	Basic	2022-06-25 00:00:00
2326	283	251.50	false	Basic	2022-06-25 00:00:00
2327	284	445.80	false	Basic	2022-06-25 00:00:00
2328	260	251.50	false	Basic	2022-06-25 00:00:00
2329	257	1455.00	false	Business	2022-06-25 00:00:00
2330	293	237.00	false	Basic	2022-06-25 00:00:00
2331	294	1388.30	false	Business	2022-06-25 00:00:00
2332	266	251.50	false	Basic	2022-06-25 00:00:00
2333	258	251.50	false	Basic	2022-06-25 00:00:00
2334	289	355.90	false	Basic	2022-06-25 00:00:00
2335	227	251.50	false	Basic	2022-06-26 00:00:00
2336	214	266.00	false	Basic	2022-06-26 00:00:00
2337	212	251.50	false	Basic	2022-06-26 00:00:00
2338	222	280.50	false	Basic	2022-06-26 00:00:00
2339	226	251.50	false	Basic	2022-06-26 00:00:00
2340	231	1455.00	false	Business	2022-06-26 00:00:00
2341	246	1571.00	false	Business	2022-06-26 00:00:00
2342	224	251.50	false	Basic	2022-06-26 00:00:00
2343	223	251.50	false	Basic	2022-06-26 00:00:00
2344	211	1455.00	false	Business	2022-06-26 00:00:00
2345	221	251.50	false	Basic	2022-06-26 00:00:00
2346	213	1930.60	false	Business	2022-06-26 00:00:00
2347	235	266.00	false	Basic	2022-06-26 00:00:00
2348	219	266.00	false	Basic	2022-06-26 00:00:00
2349	218	277.60	false	Basic	2022-06-26 00:00:00
2350	207	364.60	false	Basic	2022-06-26 00:00:00
2351	208	303.70	false	Basic	2022-06-26 00:00:00
2352	209	1455.00	false	Business	2022-06-26 00:00:00
2353	245	266.00	false	Basic	2022-06-26 00:00:00
2354	225	251.50	false	Basic	2022-06-26 00:00:00
2355	216	567.60	false	Basic	2022-06-26 00:00:00
2356	220	251.50	false	Basic	2022-06-26 00:00:00
2357	229	367.50	false	Basic	2022-06-26 00:00:00
2358	248	251.50	false	Basic	2022-06-26 00:00:00
2359	233	251.50	false	Basic	2022-06-26 00:00:00
2360	244	295.00	false	Basic	2022-06-26 00:00:00
2361	249	251.50	false	Basic	2022-06-26 00:00:00
2362	243	1046.10	false	Basic	2022-06-26 00:00:00
2363	250	295.00	false	Basic	2022-06-26 00:00:00
2364	242	251.50	false	Basic	2022-06-26 00:00:00
2365	241	341.40	false	Basic	2022-06-26 00:00:00
2366	251	338.50	false	Basic	2022-06-26 00:00:00
2367	240	318.20	false	Basic	2022-06-26 00:00:00
2368	239	280.50	false	Basic	2022-06-26 00:00:00
2369	238	251.50	false	Basic	2022-06-26 00:00:00
2370	237	251.50	false	Basic	2022-06-26 00:00:00
2371	236	251.50	false	Basic	2022-06-26 00:00:00
2372	252	425.50	false	Basic	2022-06-26 00:00:00
2373	253	463.20	false	Basic	2022-06-26 00:00:00
2374	254	2394.60	false	Basic	2022-06-26 00:00:00
2375	255	251.50	false	Basic	2022-06-26 00:00:00
2376	234	251.50	false	Basic	2022-06-26 00:00:00
2377	215	266.00	false	Basic	2022-06-26 00:00:00
2378	232	1484.00	false	Business	2022-06-26 00:00:00
2379	256	1455.00	false	Business	2022-06-26 00:00:00
2380	247	251.50	false	Basic	2022-06-26 00:00:00
2381	230	353.00	false	Basic	2022-06-26 00:00:00
2382	210	251.50	false	Basic	2022-06-26 00:00:00
2383	228	251.50	false	Basic	2022-06-26 00:00:00
2384	217	266.00	false	Basic	2022-06-26 00:00:00
2385	195	3644.50	false	Business	2022-06-27 00:00:00
2386	184	251.50	false	Basic	2022-06-27 00:00:00
2387	187	295.00	false	Basic	2022-06-27 00:00:00
2388	200	295.00	false	Basic	2022-06-27 00:00:00
2389	199	251.50	false	Basic	2022-06-27 00:00:00
2390	198	251.50	false	Basic	2022-06-27 00:00:00
2391	197	251.50	false	Basic	2022-06-27 00:00:00
2392	196	251.50	false	Basic	2022-06-27 00:00:00
2393	178	251.50	false	Basic	2022-06-27 00:00:00
2394	194	251.50	false	Basic	2022-06-27 00:00:00
2395	193	251.50	false	Basic	2022-06-27 00:00:00
2396	191	440.00	false	Basic	2022-06-27 00:00:00
2397	190	251.50	false	Basic	2022-06-27 00:00:00
2398	189	251.50	false	Basic	2022-06-27 00:00:00
2399	205	251.50	false	Basic	2022-06-27 00:00:00
2400	206	280.50	false	Basic	2022-06-27 00:00:00
2401	167	1455.00	false	Business	2022-06-27 00:00:00
2402	166	1455.00	false	Business	2022-06-27 00:00:00
2403	165	2035.00	false	Basic	2022-06-27 00:00:00
2404	201	367.50	false	Basic	2022-06-27 00:00:00
2405	202	251.50	false	Basic	2022-06-27 00:00:00
2406	192	848.90	false	Basic	2022-06-27 00:00:00
2407	204	266.00	false	Basic	2022-06-27 00:00:00
2408	203	295.00	false	Basic	2022-06-27 00:00:00
2409	183	251.50	false	Basic	2022-06-27 00:00:00
2410	182	266.00	false	Basic	2022-06-27 00:00:00
2411	181	251.50	false	Basic	2022-06-27 00:00:00
2412	180	251.50	false	Basic	2022-06-27 00:00:00
2413	177	251.50	false	Basic	2022-06-27 00:00:00
2414	169	251.50	false	Basic	2022-06-27 00:00:00
2415	175	251.50	false	Basic	2022-06-27 00:00:00
2416	174	677.80	false	Basic	2022-06-27 00:00:00
2417	179	251.50	false	Basic	2022-06-27 00:00:00
2418	171	724.20	false	Basic	2022-06-27 00:00:00
2419	170	251.50	false	Basic	2022-06-27 00:00:00
2420	185	251.50	false	Basic	2022-06-27 00:00:00
2421	168	251.50	false	Basic	2022-06-27 00:00:00
2422	176	251.50	false	Basic	2022-06-27 00:00:00
2423	186	353.00	false	Basic	2022-06-27 00:00:00
2424	173	1455.00	false	Business	2022-06-27 00:00:00
2425	172	251.50	false	Basic	2022-06-27 00:00:00
2426	188	1455.00	false	Business	2022-06-27 00:00:00
2427	162	315.30	false	Basic	2022-06-28 00:00:00
2428	141	245.70	false	Basic	2022-06-28 00:00:00
2429	155	251.50	false	Basic	2022-06-28 00:00:00
2430	156	251.50	false	Basic	2022-06-28 00:00:00
2431	157	251.50	false	Basic	2022-06-28 00:00:00
2432	161	11544.10	false	Business	2022-06-28 00:00:00
2433	159	292.10	false	Basic	2022-06-28 00:00:00
2434	160	295.00	false	Basic	2022-06-28 00:00:00
2435	154	251.50	false	Basic	2022-06-28 00:00:00
2436	158	268.90	false	Basic	2022-06-28 00:00:00
2437	152	280.50	false	Basic	2022-06-28 00:00:00
2438	151	251.50	false	Basic	2022-06-28 00:00:00
2439	149	251.50	false	Basic	2022-06-28 00:00:00
2440	148	251.50	false	Basic	2022-06-28 00:00:00
2441	147	251.50	false	Basic	2022-06-28 00:00:00
2442	146	251.50	false	Basic	2022-06-28 00:00:00
2443	145	266.00	false	Basic	2022-06-28 00:00:00
2444	144	295.00	false	Basic	2022-06-28 00:00:00
2445	143	251.50	false	Basic	2022-06-28 00:00:00
2446	153	251.50	false	Basic	2022-06-28 00:00:00
2447	116	251.50	false	Basic	2022-06-28 00:00:00
2448	163	251.50	false	Basic	2022-06-28 00:00:00
2449	150	3366.10	false	Business	2022-06-28 00:00:00
2450	164	1162.10	false	Basic	2022-06-28 00:00:00
2451	128	1455.00	false	Business	2022-06-28 00:00:00
2452	140	1455.00	false	Business	2022-06-28 00:00:00
2453	142	324.00	false	Basic	2022-06-28 00:00:00
2454	118	1312.90	false	Basic	2022-06-28 00:00:00
2455	138	251.50	false	Basic	2022-06-28 00:00:00
2456	137	251.50	false	Basic	2022-06-28 00:00:00
2457	135	295.00	false	Basic	2022-06-28 00:00:00
2458	134	251.50	false	Basic	2022-06-28 00:00:00
2459	133	251.50	false	Basic	2022-06-28 00:00:00
2460	132	376.20	false	Basic	2022-06-28 00:00:00
2461	131	1881.30	false	Business	2022-06-28 00:00:00
2462	130	373.30	false	Basic	2022-06-28 00:00:00
2463	117	251.50	false	Basic	2022-06-28 00:00:00
2464	136	251.50	false	Basic	2022-06-28 00:00:00
2465	127	251.50	false	Basic	2022-06-28 00:00:00
2466	129	251.50	false	Basic	2022-06-28 00:00:00
2467	139	353.00	false	Basic	2022-06-28 00:00:00
2468	119	5254.00	false	Business	2022-06-28 00:00:00
2469	121	469.00	false	Basic	2022-06-28 00:00:00
2470	120	379.10	false	Basic	2022-06-28 00:00:00
2471	123	289.20	false	Basic	2022-06-28 00:00:00
2472	124	3545.90	false	Business	2022-06-28 00:00:00
2473	125	251.50	false	Basic	2022-06-28 00:00:00
2474	126	295.00	false	Basic	2022-06-28 00:00:00
2475	122	364.60	false	Basic	2022-06-28 00:00:00
2476	105	353.00	false	Basic	2022-06-29 00:00:00
2477	93	251.50	false	Basic	2022-06-29 00:00:00
2478	104	811.20	false	Basic	2022-06-29 00:00:00
2479	103	396.50	false	Basic	2022-06-29 00:00:00
2480	102	2269.90	false	Business	2022-06-29 00:00:00
2481	107	295.00	false	Basic	2022-06-29 00:00:00
2482	100	266.00	false	Basic	2022-06-29 00:00:00
2483	90	703.90	false	Basic	2022-06-29 00:00:00
2484	92	295.00	false	Basic	2022-06-29 00:00:00
2485	98	382.00	false	Basic	2022-06-29 00:00:00
2486	97	324.00	false	Basic	2022-06-29 00:00:00
2487	96	402.30	false	Basic	2022-06-29 00:00:00
2488	95	384.90	false	Basic	2022-06-29 00:00:00
2489	94	251.50	false	Basic	2022-06-29 00:00:00
2490	106	251.50	false	Basic	2022-06-29 00:00:00
2491	99	1115.70	false	Basic	2022-06-29 00:00:00
2492	108	251.50	false	Basic	2022-06-29 00:00:00
2493	63	295.00	false	Basic	2022-06-29 00:00:00
2494	110	1455.00	false	Business	2022-06-29 00:00:00
2495	101	329.80	false	Basic	2022-06-29 00:00:00
2496	69	1455.00	false	Business	2022-06-29 00:00:00
2497	68	5314.90	false	Business	2022-06-29 00:00:00
2498	67	251.50	false	Basic	2022-06-29 00:00:00
2499	66	251.50	false	Basic	2022-06-29 00:00:00
2500	65	295.00	false	Basic	2022-06-29 00:00:00
2501	64	251.50	false	Basic	2022-06-29 00:00:00
2502	109	234.10	false	Basic	2022-06-29 00:00:00
2503	114	251.50	false	Basic	2022-06-29 00:00:00
2504	87	1530.40	false	Business	2022-06-29 00:00:00
2505	73	1803.00	false	Basic	2022-06-29 00:00:00
2506	70	1910.30	false	Business	2022-06-29 00:00:00
2507	89	251.50	false	Basic	2022-06-29 00:00:00
2508	112	251.50	false	Basic	2022-06-29 00:00:00
2509	88	2035.00	false	Business	2022-06-29 00:00:00
2510	111	266.00	false	Basic	2022-06-29 00:00:00
2511	86	614.00	false	Basic	2022-06-29 00:00:00
2512	91	1455.00	false	Business	2022-06-29 00:00:00
2513	76	251.50	false	Basic	2022-06-29 00:00:00
2514	71	445.80	false	Basic	2022-06-29 00:00:00
2515	74	251.50	false	Basic	2022-06-29 00:00:00
2516	75	251.50	false	Basic	2022-06-29 00:00:00
2517	78	698.10	false	Basic	2022-06-29 00:00:00
2518	79	1194.00	false	Basic	2022-06-29 00:00:00
2519	80	474.80	false	Basic	2022-06-29 00:00:00
2520	81	295.00	false	Basic	2022-06-29 00:00:00
2521	77	251.50	false	Basic	2022-06-29 00:00:00
2522	83	251.50	false	Basic	2022-06-29 00:00:00
2523	84	657.50	false	Basic	2022-06-29 00:00:00
2524	85	251.50	false	Basic	2022-06-29 00:00:00
2525	113	251.50	false	Basic	2022-06-29 00:00:00
2526	115	1692.80	false	Business	2022-06-29 00:00:00
2527	72	471.90	false	Basic	2022-06-29 00:00:00
2528	82	251.50	false	Basic	2022-06-29 00:00:00
2529	33	1455.00	false	Business	2022-06-30 00:00:00
2530	45	251.50	false	Basic	2022-06-30 00:00:00
2531	47	251.50	false	Basic	2022-06-30 00:00:00
2532	31	295.00	false	Basic	2022-06-30 00:00:00
2533	50	251.50	false	Basic	2022-06-30 00:00:00
2534	49	1455.00	false	Business	2022-06-30 00:00:00
2535	51	2490.30	false	Business	2022-06-30 00:00:00
2536	34	251.50	false	Basic	2022-06-30 00:00:00
2537	48	251.50	false	Basic	2022-06-30 00:00:00
2538	35	280.50	false	Basic	2022-06-30 00:00:00
2539	42	666.20	false	Basic	2022-06-30 00:00:00
2540	46	1455.00	false	Business	2022-06-30 00:00:00
2541	38	1455.00	false	Business	2022-06-30 00:00:00
2542	37	677.80	false	Basic	2022-06-30 00:00:00
2543	40	295.00	false	Basic	2022-06-30 00:00:00
2544	41	1507.20	false	Basic	2022-06-30 00:00:00
2545	52	411.00	false	Basic	2022-06-30 00:00:00
2546	43	295.00	false	Basic	2022-06-30 00:00:00
2547	44	251.50	false	Basic	2022-06-30 00:00:00
2548	39	2844.10	false	Business	2022-06-30 00:00:00
2549	36	295.00	false	Basic	2022-06-30 00:00:00
2550	53	295.00	false	Basic	2022-06-30 00:00:00
2551	57	251.50	false	Basic	2022-06-30 00:00:00
2552	62	251.50	false	Basic	2022-06-30 00:00:00
2553	9	1571.00	false	Business	2022-06-30 00:00:00
2554	8	251.50	false	Basic	2022-06-30 00:00:00
2555	7	1455.00	false	Business	2022-06-30 00:00:00
2556	6	251.50	false	Basic	2022-06-30 00:00:00
2557	5	454.50	false	Basic	2022-06-30 00:00:00
2558	3	266.00	false	Basic	2022-06-30 00:00:00
2559	29	384.90	false	Basic	2022-06-30 00:00:00
2560	15	251.50	false	Basic	2022-06-30 00:00:00
2561	2	1797.20	false	Business	2022-06-30 00:00:00
2562	30	266.00	false	Basic	2022-06-30 00:00:00
2563	56	251.50	false	Basic	2022-06-30 00:00:00
2564	32	251.50	false	Basic	2022-06-30 00:00:00
2565	60	628.50	false	Basic	2022-06-30 00:00:00
2566	59	280.50	false	Basic	2022-06-30 00:00:00
2567	58	251.50	false	Basic	2022-06-30 00:00:00
2568	10	251.50	false	Basic	2022-06-30 00:00:00
2569	11	393.60	false	Basic	2022-06-30 00:00:00
2570	12	1982.80	false	Business	2022-06-30 00:00:00
2571	13	251.50	false	Basic	2022-06-30 00:00:00
2572	61	1455.00	false	Business	2022-06-30 00:00:00
2573	20	251.50	false	Basic	2022-06-30 00:00:00
2574	28	295.00	false	Basic	2022-06-30 00:00:00
2575	21	306.60	false	Basic	2022-06-30 00:00:00
2576	18	251.50	false	Basic	2022-06-30 00:00:00
2577	19	280.50	false	Basic	2022-06-30 00:00:00
2578	22	329.80	false	Basic	2022-06-30 00:00:00
2579	55	251.50	false	Basic	2022-06-30 00:00:00
2580	27	295.00	false	Basic	2022-06-30 00:00:00
2581	25	295.00	false	Basic	2022-06-30 00:00:00
2582	26	399.40	false	Basic	2022-06-30 00:00:00
2583	17	2699.10	false	Basic	2022-06-30 00:00:00
2584	23	251.50	false	Basic	2022-06-30 00:00:00
2585	16	251.50	false	Basic	2022-06-30 00:00:00
2586	4	295.00	false	Basic	2022-06-30 00:00:00
2587	14	251.50	false	Basic	2022-06-30 00:00:00
2588	24	295.00	false	Basic	2022-06-30 00:00:00
2589	54	295.00	false	Basic	2022-06-30 00:00:00
2590	1	1629.00	false	Business	2022-06-30 00:00:00
2591	548	657.50	true	Basic	2022-07-19 00:00:00
2592	546	463.20	true	Basic	2022-07-19 00:00:00
2593	538	828.60	true	Basic	2022-07-19 00:00:00
2594	543	295.00	true	Basic	2022-07-19 00:00:00
2595	505	251.50	true	Basic	2022-07-20 00:00:00
2596	531	295.00	true	Basic	2022-07-20 00:00:00
2597	527	295.00	true	Basic	2022-07-20 00:00:00
2598	504	295.00	true	Basic	2022-07-20 00:00:00
2599	495	251.50	true	Basic	2022-07-21 00:00:00
2600	493	930.10	true	Basic	2022-07-21 00:00:00
2601	463	295.00	true	Basic	2022-07-21 00:00:00
2602	484	251.50	true	Basic	2022-07-21 00:00:00
2603	486	251.50	true	Basic	2022-07-21 00:00:00
2604	494	251.50	true	Basic	2022-07-21 00:00:00
2605	490	251.50	true	Basic	2022-07-21 00:00:00
2606	457	251.50	true	Basic	2022-07-21 00:00:00
2607	443	326.90	true	Basic	2022-07-22 00:00:00
2608	446	251.50	true	Basic	2022-07-22 00:00:00
2609	447	518.30	true	Basic	2022-07-22 00:00:00
2610	415	251.50	true	Basic	2022-07-22 00:00:00
2611	419	657.50	true	Basic	2022-07-22 00:00:00
2612	435	483.50	true	Basic	2022-07-22 00:00:00
2613	417	251.50	true	Basic	2022-07-22 00:00:00
2614	420	234.10	true	Basic	2022-07-22 00:00:00
2615	449	251.50	true	Basic	2022-07-22 00:00:00
